,answer,allennlp_entities,extracted_entities,image_urls
0,Chlorophyll is a pigment found in the chloroplasts of plant cells,"['the chloroplasts of plant cells', 'a pigment found in the chloroplasts of plant cells', 'a pigment', 'plant cells', 'Chlorophyll', 'the chloroplasts']","[['plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells', 'plant cells']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f1/Plant_cell_structure-ru-v2.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Plant_cell_structure-ru-v1.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Elodea_cells_under_microscope.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Red_onion_cells_%28microscope_observation%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Plant_cell_structure_frp.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Plant_cell_structure-ta.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Epidermal_Cells_of_Plant_Leaf..jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Differences_between_simple_animal_and_plant_cells_%28numbers%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Plant_cell_structure_svg_labels.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Turgor_pressure_on_plant_cells_diagram-uk.svg']]"
0,Earthquakes are caused by the sudden release of energy in the Earth's crust,"['Earthquakes', 'the sudden release', 'energy', ""the sudden release of energy in the Earth 's crust"", ""the Earth 's crust"", ""the Earth 's""]","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,"There are three main types of tectonic plate movements:

1","['three main types of tectonic plate movements', 'three main types', 'tectonic plate movements', 'three main types of tectonic plate movements : 1']","[['Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics']]","[['https://upload.wikimedia.org/wikipedia/commons/6/67/Tectonic_plates_%282022%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Plates_tect2_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/380_Ma_plate_tectonic_reconstruction.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Philippine_plate_tectonics_-_selected_profiles.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Anatolian_Plate_Vectoral.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Plate_tectonics_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Tectonic_plate_boundaries2.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Points_triples_entre_plaques_continentales.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Anatolian_Plate.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/290_global.png']]"
0,The human eye sees colors through a process called color vision,"['colors', 'a process', 'a process called color vision', 'The human eye', 'color vision']","[['Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye', 'Human eye']]","[['https://upload.wikimedia.org/wikipedia/commons/6/65/Eye_iris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Human_eye_in_dim_light.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Human_eye_close_up%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Human_eye_with_blood_vessels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Human_eye%2C_nasal_lateral_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Human_blue_eye.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Human_eye_with_limbal_ring%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Human_eye_with_eyelid_pulled_open%2C_anterior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Closed_human_eye%2C_superior_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Human_eye%2C_lateral_view.jpg']]"
0,"The laws of motion, formulated by Sir Isaac Newton, describe the fundamental principles governing the motion of objects","['objects', 'The laws', 'The laws of motion , formulated by Sir Isaac Newton ,', 'the fundamental principles', 'the motion of objects', 'Sir Isaac Newton', 'motion', 'the fundamental principles governing the motion of objects', 'the motion']","[['Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton', 'Isaac Newton']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6c/Newton-4-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Newton-5-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Newton-5-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Newton-5-5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Newton-5-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Newton-1-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Newton-1-5.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Newton-1-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Newton-5-3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Newton-1-3.jpg']]"
0,"The three fundamental particles of an atom are protons, neutrons, and electrons","['an atom', 'The three fundamental particles of an atom', 'The three fundamental particles', 'protons , neutrons , and electrons']","[['Atomism', 'Atomism', 'Hydrogen bromide', 'Atom theory', 'Atom theory', 'Atom theory', 'Atom theory', 'Atom theory', 'Magnesium salts', 'Structure of the atom']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ec/Atom_cartoon.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Atoms_Everywhere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Toluol_%28elektrophile_Substitution_HBr%29.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Doltons_atoms.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/H-atom-3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/H-atom-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Ultracold_physics%3B_BEC%3B_Supersolid_theory_%285940520721%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/The_interpretation_of_radium_and_the_structure_of_the_atom_%281922%29_%2814777052843%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Magnesium-sulfide-unit-cell-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Structure_of_Atom.jpg']]"
0,"DNA, or deoxyribonucleic acid, is a molecule that carries the genetic instructions for the development, functioning, and reproduction of all living organisms","['the genetic instructions for the development , functioning , and reproduction of all living organisms', 'a molecule that carries the genetic instructions for the development , functioning , and reproduction of all living organisms', 'deoxyribonucleic acid', 'DNA , or deoxyribonucleic acid ,', 'DNA', 'the development , functioning , and reproduction of all living organisms', 'a molecule', 'the development , functioning , and reproduction', 'all living organisms', 'the genetic instructions']","[['Deoxyribonucleic acid', 'Deoxyribonucleic acid', 'Deoxyribonucleic acid', 'Deoxyribonucleic acid', 'Inorganic compounds', 'Deoxyribonucleic Acid', 'Deoxyribonucleic Acid', 'Deoxyribonucleic Acid', 'Deoxyribonucleic Acid', 'Deoxyribonucleic Acid']]","[['https://upload.wikimedia.org/wikipedia/commons/5/57/Banana%27s_DNA_Strand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/DNA_Diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/DNA_repair.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Encapsulation_of_DNA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/K%C5%99emi%C4%8Ditan_manganat%C3%BD.PNG', 'https://upload.wikimedia.org/wikipedia/commons/1/16/DNA_orbit_animated.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/DNA_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/AimR_bound_to_a_DNA_Operator_in_SPbeta_Phages.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/H%C3%BCcre%2C_kromozom_ve_DNA_yap%C4%B1s%C4%B1.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/DNA_Extraction_Step_One.jpg']]"
0,"Electromagnetic waves have several properties:

1","['several properties', 'Electromagnetic waves']","[['Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Soils%2C_their_properties_and_management_%281915%29_%2820184385953%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Soils%2C_their_properties_and_management_%281915%29_%2820182769314%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Soils%2C_their_properties_and_management_%281915%29_%2814760359541%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Soils%2C_their_properties_and_management_%281915%29_%2820618759359%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Soils%2C_their_properties_and_management_%281915%29_%2820617422220%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Soils%2C_their_properties_and_management_%281915%29_%2820618652329%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Soils%2C_their_properties_and_management_%281915%29_%2820617331908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Soils%2C_their_properties_and_management_%281915%29_%2820184400733%29.jpg']]"
0,Acids and bases are two types of substances with distinct properties,"['substances with distinct properties', 'substances', 'two types', 'two types of substances with distinct properties', 'distinct properties', 'Acids and bases']","[['Acids', 'Acids', 'Acids', 'Ocean', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids']]","[['https://upload.wikimedia.org/wikipedia/commons/0/05/Classification_of_acids_%28HY%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Acids.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Frustrated_Lewis_Pairs_with_CLAdduct_example.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/-Ocean_-Nature_-Water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Strong_acid.png', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Titration_of_weak_acid_with_strong_base.PNG', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Concentration_acide_fort_pH_diag_log.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Boron-Based_Carborane_Acid_Figure_2..jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/EAS_very_strong_deactivating_group_example.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Acidic_drain_cleaner_containing_sulfuric_acid_%28sulphuric_acid%29.jpg']]"
0,"Cellular respiration is the process by which cells convert glucose and oxygen into energy, carbon dioxide, and water","['energy , carbon dioxide , and water', 'Cellular respiration', 'cells', 'the process by which cells convert glucose and oxygen into energy , carbon dioxide , and water', 'the process', 'energy', 'water', 'glucose and oxygen', 'carbon dioxide']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,Hormones play a crucial role in human growth and development,"['a crucial role', 'a crucial role in human growth and development', 'Hormones', 'human growth and development']","[['Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone']]","[['https://upload.wikimedia.org/wikipedia/commons/3/34/HCG_hormone_11.tif', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Thyroid_hormone_synthesis.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Thyroid_hormone_synthesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Thyroid_hormone_synthesis-it.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Renin-Angiotensin_System.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Parathyroid_Hormone_Negative_Feedback.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Thyroid_hormone_synthesis_%28nl_NL%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/1817_The_Role_of_Parathyroid_Hormone_in_Maintaining_Blood_Calcium_Homeostasis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Diagram_showing_the_hormone_system_CRUK_303.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Kidney_nephron_molar_transport_diagram.svg']]"
0,Enzymes are biological catalysts that speed up chemical reactions in living organisms,"['biological catalysts that speed up chemical reactions in living organisms', 'Enzymes', 'biological catalysts', 'chemical reactions in living organisms', 'living organisms', 'chemical reactions']","[['Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Imobilising_Enzymes_%28431507820%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Imobilising_Enzymes_%28431508100%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Imobilising_Enzymes_%28431507145%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Imobilising_Enzymes_%28431508046%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Imobilising_Enzymes_%28431507668%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Imobilising_Enzymes_%28431507324%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Imobilising_Enzymes_%28431507450%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Imobilising_Enzymes_%28431508200%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Imobilising_Enzymes_%28431507908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Imobilising_Enzymes_%28431507758%29.jpg']]"
0,"Photosynthesis is the process by which plants, algae, and some bacteria convert sunlight, carbon dioxide, and water into glucose (a type of sugar) and oxygen","['the process by which plants , algae , and some bacteria convert sunlight , carbon dioxide , and water into glucose a type of sugar and oxygen', 'glucose a type of sugar and oxygen', 'oxygen', 'a type of sugar', 'glucose', 'plants', 'sugar', 'Photosynthesis', 'a type', 'the process', 'water', 'plants , algae , and some bacteria', 'glucose a type of sugar', 'algae', 'sunlight , carbon dioxide , and water', 'carbon dioxide', 'some bacteria']","[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,The theory of evolution is a scientific explanation for how species have changed and diversified over time,"['a scientific explanation', 'species', 'evolution', 'The theory', 'The theory of evolution', 'a scientific explanation for how species have changed and diversified over time', 'time']","[['Emo', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/John_Nolan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Phanerozoic_-_Evolutionary_history_of_life.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Timeline_evolution_of_life.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Futurologisches_Tableau_%28Evolution%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Ya%C5%9Fam%27%C4%B1n_evriminin_zaman_%C3%A7izelgesi.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Critique_of_the_Theory_of_Evolution_Fig_071.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Critique_of_the_Theory_of_Evolution_Fig_075.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/EB1911_Palaeontology_-_evolution_of_the_horse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Political_Evolution_of_Central_America_and_the_Caribbean_1705.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Political_Evolution_of_Central_America_and_the_Caribbean_1945.png']]"
0,Different lenses form images in optical devices through the process of refraction,"['images', 'refraction', 'optical devices', 'the process', 'the process of refraction', 'images in optical devices', 'Different lenses']","[['ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION', 'ReFRACTION']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction_animation.gif', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Refraction-of-light_Christmas-deco.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Refraction_beer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/%D8%A7%D9%87%D9%85%DB%8C%D8%AA_%D8%B2%D8%A7%D9%88%DB%8C%D9%87_%D8%AA%D8%A7%D8%A8%D8%B4_%D9%88_%D8%B2%D8%A7%D9%88%DB%8C%D9%87_%D8%AD%D8%AF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/A_pencil_in_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Reflections_and_refractions_of_objects_%28scanned_slides%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Come_strade_arcobaleno_sul_fondo_del_mare.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Eiskugeln_P%C3%A4tzer_Vordersee.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Tree_through_a_crystal_ball.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Impression_of_water%2C_light_and_fisch.jpg']]"
0,Concave and convex mirrors are both types of curved mirrors that have different shapes and properties,"['both types', 'curved mirrors that have different shapes and properties', 'both types of curved mirrors that have different shapes and properties', 'different shapes and properties', 'Concave and convex mirrors', 'curved mirrors']","[['Angle of reflection', 'Angle of reflection', 'Angle of reflection', 'Angle of reflection', 'Angle of reflection', 'Milky', 'Optics', 'Optics', 'Optics', 'Nausea']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Spiegelung_der_Landschaft_in_einer_unbewegten_Wasserfl%C3%A4che.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/.00_2502_Spiegelung_der_Landschaft_im_Voldsfjorden%2C_Norwegen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/F%C3%A9nyvisszaver%C5%91d%C3%A9s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/D%C3%BClmen%2C_Kirchspiel%2C_B%C3%B6rnste%2C_Neustr%C3%A4%C3%9Fer_Graben_--_2022_--_9891.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Milky_Way_ring_panorama_and_planets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Polarization_upon_specular_reflection.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Planewave_at_an_interface_0_degrees_TIR.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Ray_optics_and_waveguides.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Packaging_for_Marzine_anti-nausea_drug_Wellcome_L0037305.jpg']]"
0,Covalent and ionic bonds are two types of chemical bonds that hold atoms together in molecules or compounds,"['ionic bonds', 'atoms', 'chemical bonds', 'two types', 'Covalent', 'chemical bonds that hold atoms together in molecules or compounds', 'molecules or compounds', 'two types of chemical bonds that hold atoms together in molecules or compounds', 'Covalent and ionic bonds']","[['Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond', 'Chemical bond']]","[['https://upload.wikimedia.org/wikipedia/commons/9/91/Ligatio-covalens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Chemical_bond.GIF', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Bond_order_formula_Title.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/B-Ar-bond-NBO.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Bond_energies.png', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Photo_of_sigma_bond_between_two_carbon_atoms.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Unusual_bond_length.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Ionic_Bond_1.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/20/Manganese-Chromium_Quintuple_Bond_Crystal_Structure.png', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Bond_1.png']]"
0,Protein synthesis is the process by which cells build proteins using the instructions encoded in DNA,"['Protein synthesis', 'the process by which cells build proteins using the instructions encoded in DNA', 'DNA', 'proteins', 'cells', 'the process', 'the instructions', 'the instructions encoded in DNA']","[['Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins', 'Proteins']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e2/Protein_mosaic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Proteins_3_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Proteins_15_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Proteins_16_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Proteins_20_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Proteins_31_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Proteins_18_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Proteins_17_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Proteins_25_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Proteins_22_--_Smart-Servier.png']]"
